date,keyword,page_url,position,search_volume,difficulty,search_engine,country,intent,position_change
2025-11-02,shopify plus consultant canada,/,40.7,480,32,Google,Canada,commercial,
2025-11-09,shopify plus consultant canada,/,40.8,480,32,Google,Canada,commercial,-0.1
2025-11-16,shopify plus consultant canada,/,43.9,480,32,Google,Canada,commercial,-3.1
2025-11-23,shopify plus consultant canada,/,39.2,480,32,Google,United States,commercial,4.7
2025-11-30,shopify plus consultant canada,/,38.6,480,32,Google,Canada,commercial,0.6
2025-12-07,shopify plus consultant canada,/,37.4,480,32,Google,United States,commercial,1.2
2025-12-14,shopify plus consultant canada,/,40.2,480,32,Google,Canada,commercial,-2.8
2025-12-21,shopify plus consultant canada,/,38.7,480,32,Google,Canada,commercial,1.5
2025-12-28,shopify plus consultant canada,/,34.5,480,32,Google,Canada,commercial,4.2
2026-01-04,shopify plus consultant canada,/,35.1,480,32,Google,United States,commercial,-0.6
2026-01-11,shopify plus consultant canada,/,31.8,480,32,Google,Canada,commercial,3.3
2026-01-18,shopify plus consultant canada,/,35.7,480,32,Google,Canada,commercial,-3.9
2026-01-25,shopify plus consultant canada,/,29.2,480,32,Google,Canada,commercial,6.5
2026-02-01,shopify plus consultant canada,/,33.8,480,32,Google,Canada,commercial,-4.6
2026-02-08,shopify plus consultant canada,/,33.0,480,32,Google,Canada,commercial,0.8
2026-02-15,shopify plus consultant canada,/,29.7,480,32,Google,United States,commercial,3.3
2026-02-22,shopify plus consultant canada,/,29.5,480,32,Google,Canada,commercial,0.2
2026-03-01,shopify plus consultant canada,/,32.1,480,32,Google,United States,commercial,-2.6
2026-03-08,shopify plus consultant canada,/,28.2,480,32,Google,United States,commercial,3.9
2026-03-15,shopify plus consultant canada,/,26.4,480,32,Google,Canada,commercial,1.8
2026-03-22,shopify plus consultant canada,/,27.2,480,32,Google,Canada,commercial,-0.8
2026-03-29,shopify plus consultant canada,/,27.1,480,32,Google,United States,commercial,0.1
2026-04-05,shopify plus consultant canada,/,22.8,480,32,Google,United States,commercial,4.3
2026-04-12,shopify plus consultant canada,/,20.2,480,32,Google,Canada,commercial,2.6
2026-04-19,shopify plus consultant canada,/,20.2,480,32,Google,United States,commercial,0.0
2026-04-26,shopify plus consultant canada,/,22.3,480,32,Google,Canada,commercial,-2.1
2025-11-02,shopify plus agency toronto,/locations/toronto,48.4,320,38,Google,United States,commercial,
2025-11-09,shopify plus agency toronto,/locations/toronto,49.0,320,38,Google,United States,commercial,-0.6
2025-11-16,shopify plus agency toronto,/locations/toronto,50.9,320,38,Google,Canada,commercial,-1.9
2025-11-23,shopify plus agency toronto,/locations/toronto,47.9,320,38,Google,United States,commercial,3.0
2025-11-30,shopify plus agency toronto,/locations/toronto,46.4,320,38,Google,Canada,commercial,1.5
2025-12-07,shopify plus agency toronto,/locations/toronto,49.2,320,38,Google,Canada,commercial,-2.8
2025-12-14,shopify plus agency toronto,/locations/toronto,48.2,320,38,Google,Canada,commercial,1.0
2025-12-21,shopify plus agency toronto,/locations/toronto,49.6,320,38,Google,Canada,commercial,-1.4
2025-12-28,shopify plus agency toronto,/locations/toronto,50.6,320,38,Google,Canada,commercial,-1.0
2026-01-04,shopify plus agency toronto,/locations/toronto,47.7,320,38,Google,United States,commercial,2.9
2026-01-11,shopify plus agency toronto,/locations/toronto,45.0,320,38,Google,Canada,commercial,2.7
2026-01-18,shopify plus agency toronto,/locations/toronto,46.8,320,38,Google,United States,commercial,-1.8
2026-01-25,shopify plus agency toronto,/locations/toronto,44.5,320,38,Google,United States,commercial,2.3
2026-02-01,shopify plus agency toronto,/locations/toronto,45.6,320,38,Google,Canada,commercial,-1.1
2026-02-08,shopify plus agency toronto,/locations/toronto,43.4,320,38,Google,Canada,commercial,2.2
2026-02-15,shopify plus agency toronto,/locations/toronto,42.7,320,38,Google,Canada,commercial,0.7
2026-02-22,shopify plus agency toronto,/locations/toronto,44.7,320,38,Google,Canada,commercial,-2.0
2026-03-01,shopify plus agency toronto,/locations/toronto,43.2,320,38,Google,United States,commercial,1.5
2026-03-08,shopify plus agency toronto,/locations/toronto,43.6,320,38,Google,United States,commercial,-0.4
2026-03-15,shopify plus agency toronto,/locations/toronto,44.6,320,38,Google,Canada,commercial,-1.0
2026-03-22,shopify plus agency toronto,/locations/toronto,41.6,320,38,Google,Canada,commercial,3.0
2026-03-29,shopify plus agency toronto,/locations/toronto,42.2,320,38,Google,United States,commercial,-0.6
2026-04-05,shopify plus agency toronto,/locations/toronto,41.5,320,38,Google,Canada,commercial,0.7
2026-04-12,shopify plus agency toronto,/locations/toronto,41.1,320,38,Google,Canada,commercial,0.4
2026-04-19,shopify plus agency toronto,/locations/toronto,42.9,320,38,Google,United States,commercial,-1.8
2026-04-26,shopify plus agency toronto,/locations/toronto,42.0,320,38,Google,United States,commercial,0.9
2025-11-02,shopify plus partner toronto,/locations/toronto,45.3,210,35,Google,Canada,commercial,
2025-11-09,shopify plus partner toronto,/locations/toronto,45.5,210,35,Google,United States,commercial,-0.2
2025-11-16,shopify plus partner toronto,/locations/toronto,46.6,210,35,Google,Canada,commercial,-1.1
2025-11-23,shopify plus partner toronto,/locations/toronto,42.8,210,35,Google,Canada,commercial,3.8
2025-11-30,shopify plus partner toronto,/locations/toronto,43.5,210,35,Google,Canada,commercial,-0.7
2025-12-07,shopify plus partner toronto,/locations/toronto,43.3,210,35,Google,United States,commercial,0.2
2025-12-14,shopify plus partner toronto,/locations/toronto,41.0,210,35,Google,Canada,commercial,2.3
2025-12-21,shopify plus partner toronto,/locations/toronto,43.2,210,35,Google,Canada,commercial,-2.2
2025-12-28,shopify plus partner toronto,/locations/toronto,41.1,210,35,Google,Canada,commercial,2.1
2026-01-04,shopify plus partner toronto,/locations/toronto,41.9,210,35,Google,Canada,commercial,-0.8
2026-01-11,shopify plus partner toronto,/locations/toronto,43.3,210,35,Google,Canada,commercial,-1.4
2026-01-18,shopify plus partner toronto,/locations/toronto,42.0,210,35,Google,Canada,commercial,1.3
2026-01-25,shopify plus partner toronto,/locations/toronto,42.0,210,35,Google,United States,commercial,0.0
2026-02-01,shopify plus partner toronto,/locations/toronto,40.4,210,35,Google,United States,commercial,1.6
2026-02-08,shopify plus partner toronto,/locations/toronto,34.4,210,35,Google,United States,commercial,6.0
2026-02-15,shopify plus partner toronto,/locations/toronto,39.1,210,35,Google,Canada,commercial,-4.7
2026-02-22,shopify plus partner toronto,/locations/toronto,42.6,210,35,Google,United States,commercial,-3.5
2026-03-01,shopify plus partner toronto,/locations/toronto,38.4,210,35,Google,Canada,commercial,4.2
2026-03-08,shopify plus partner toronto,/locations/toronto,40.7,210,35,Google,Canada,commercial,-2.3
2026-03-15,shopify plus partner toronto,/locations/toronto,37.7,210,35,Google,Canada,commercial,3.0
2026-03-22,shopify plus partner toronto,/locations/toronto,36.8,210,35,Google,United States,commercial,0.9
2026-03-29,shopify plus partner toronto,/locations/toronto,35.8,210,35,Google,United States,commercial,1.0
2026-04-05,shopify plus partner toronto,/locations/toronto,34.1,210,35,Google,United States,commercial,1.7
2026-04-12,shopify plus partner toronto,/locations/toronto,38.0,210,35,Google,Canada,commercial,-3.9
2026-04-19,shopify plus partner toronto,/locations/toronto,37.5,210,35,Google,Canada,commercial,0.5
2026-04-26,shopify plus partner toronto,/locations/toronto,35.9,210,35,Google,Canada,commercial,1.6
2025-11-02,shopify plus migration,/services,54.8,1900,55,Google,Canada,informational,
2025-11-09,shopify plus migration,/services,55.9,1900,55,Google,Canada,informational,-1.1
2025-11-16,shopify plus migration,/services,55.7,1900,55,Google,Canada,informational,0.2
2025-11-23,shopify plus migration,/services,56.3,1900,55,Google,Canada,informational,-0.6
2025-11-30,shopify plus migration,/services,57.4,1900,55,Google,United States,informational,-1.1
2025-12-07,shopify plus migration,/services,57.2,1900,55,Google,United States,informational,0.2
2025-12-14,shopify plus migration,/services,54.9,1900,55,Google,United States,informational,2.3
2025-12-21,shopify plus migration,/services,55.0,1900,55,Google,Canada,informational,-0.1
2025-12-28,shopify plus migration,/services,52.6,1900,55,Google,Canada,informational,2.4
2026-01-04,shopify plus migration,/services,54.1,1900,55,Google,United States,informational,-1.5
2026-01-11,shopify plus migration,/services,53.2,1900,55,Google,United States,informational,0.9
2026-01-18,shopify plus migration,/services,53.8,1900,55,Google,Canada,informational,-0.6
2026-01-25,shopify plus migration,/services,55.1,1900,55,Google,Canada,informational,-1.3
2026-02-01,shopify plus migration,/services,50.6,1900,55,Google,United States,informational,4.5
2026-02-08,shopify plus migration,/services,54.2,1900,55,Google,Canada,informational,-3.6
2026-02-15,shopify plus migration,/services,53.0,1900,55,Google,Canada,informational,1.2
2026-02-22,shopify plus migration,/services,53.2,1900,55,Google,Canada,informational,-0.2
2026-03-01,shopify plus migration,/services,52.1,1900,55,Google,Canada,informational,1.1
2026-03-08,shopify plus migration,/services,50.1,1900,55,Google,Canada,informational,2.0
2026-03-15,shopify plus migration,/services,52.0,1900,55,Google,Canada,informational,-1.9
2026-03-22,shopify plus migration,/services,52.7,1900,55,Google,Canada,informational,-0.7
2026-03-29,shopify plus migration,/services,49.3,1900,55,Google,Canada,informational,3.4
2026-04-05,shopify plus migration,/services,51.2,1900,55,Google,United States,informational,-1.9
2026-04-12,shopify plus migration,/services,51.0,1900,55,Google,Canada,informational,0.2
2026-04-19,shopify plus migration,/services,48.7,1900,55,Google,United States,informational,2.3
2026-04-26,shopify plus migration,/services,48.1,1900,55,Google,United States,informational,0.6
2025-11-02,magento to shopify plus migration,/blog/magento-to-shopify-plus,57.9,720,48,Google,Canada,informational,
2025-11-09,magento to shopify plus migration,/blog/magento-to-shopify-plus,60.2,720,48,Google,Canada,informational,-2.3
2025-11-16,magento to shopify plus migration,/blog/magento-to-shopify-plus,56.4,720,48,Google,Canada,informational,3.8
2025-11-23,magento to shopify plus migration,/blog/magento-to-shopify-plus,57.9,720,48,Google,Canada,informational,-1.5
2025-11-30,magento to shopify plus migration,/blog/magento-to-shopify-plus,55.5,720,48,Google,Canada,informational,2.4
2025-12-07,magento to shopify plus migration,/blog/magento-to-shopify-plus,53.4,720,48,Google,Canada,informational,2.1
2025-12-14,magento to shopify plus migration,/blog/magento-to-shopify-plus,51.9,720,48,Google,United States,informational,1.5
2025-12-21,magento to shopify plus migration,/blog/magento-to-shopify-plus,53.3,720,48,Google,United States,informational,-1.4
2025-12-28,magento to shopify plus migration,/blog/magento-to-shopify-plus,52.9,720,48,Google,Canada,informational,0.4
2026-01-04,magento to shopify plus migration,/blog/magento-to-shopify-plus,51.8,720,48,Google,United States,informational,1.1
2026-01-11,magento to shopify plus migration,/blog/magento-to-shopify-plus,51.8,720,48,Google,United States,informational,0.0
2026-01-18,magento to shopify plus migration,/blog/magento-to-shopify-plus,49.8,720,48,Google,United States,informational,2.0
2026-01-25,magento to shopify plus migration,/blog/magento-to-shopify-plus,49.5,720,48,Google,United States,informational,0.3
2026-02-01,magento to shopify plus migration,/blog/magento-to-shopify-plus,47.0,720,48,Google,United States,informational,2.5
2026-02-08,magento to shopify plus migration,/blog/magento-to-shopify-plus,48.4,720,48,Google,Canada,informational,-1.4
2026-02-15,magento to shopify plus migration,/blog/magento-to-shopify-plus,41.7,720,48,Google,United States,informational,6.7
2026-02-22,magento to shopify plus migration,/blog/magento-to-shopify-plus,44.8,720,48,Google,United States,informational,-3.1
2026-03-01,magento to shopify plus migration,/blog/magento-to-shopify-plus,42.3,720,48,Google,United States,informational,2.5
2026-03-08,magento to shopify plus migration,/blog/magento-to-shopify-plus,43.0,720,48,Google,United States,informational,-0.7
2026-03-15,magento to shopify plus migration,/blog/magento-to-shopify-plus,40.5,720,48,Google,Canada,informational,2.5
2026-03-22,magento to shopify plus migration,/blog/magento-to-shopify-plus,43.5,720,48,Google,Canada,informational,-3.0
2026-03-29,magento to shopify plus migration,/blog/magento-to-shopify-plus,40.0,720,48,Google,United States,informational,3.5
2026-04-05,magento to shopify plus migration,/blog/magento-to-shopify-plus,37.1,720,48,Google,Canada,informational,2.9
2026-04-12,magento to shopify plus migration,/blog/magento-to-shopify-plus,41.2,720,48,Google,Canada,informational,-4.1
2026-04-19,magento to shopify plus migration,/blog/magento-to-shopify-plus,36.5,720,48,Google,Canada,informational,4.7
2026-04-26,magento to shopify plus migration,/blog/magento-to-shopify-plus,38.3,720,48,Google,United States,informational,-1.8
2025-11-02,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,62.5,1100,62,Google,United States,comparison,
2025-11-09,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,63.3,1100,62,Google,United States,comparison,-0.8
2025-11-16,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,61.8,1100,62,Google,United States,comparison,1.5
2025-11-23,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,59.3,1100,62,Google,United States,comparison,2.5
2025-11-30,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,60.9,1100,62,Google,Canada,comparison,-1.6
2025-12-07,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,59.9,1100,62,Google,Canada,comparison,1.0
2025-12-14,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,58.4,1100,62,Google,United States,comparison,1.5
2025-12-21,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,58.4,1100,62,Google,Canada,comparison,0.0
2025-12-28,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,59.5,1100,62,Google,Canada,comparison,-1.1
2026-01-04,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,58.9,1100,62,Google,Canada,comparison,0.6
2026-01-11,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,57.1,1100,62,Google,Canada,comparison,1.8
2026-01-18,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,58.8,1100,62,Google,United States,comparison,-1.7
2026-01-25,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,57.4,1100,62,Google,United States,comparison,1.4
2026-02-01,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,54.7,1100,62,Google,United States,comparison,2.7
2026-02-08,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,53.6,1100,62,Google,United States,comparison,1.1
2026-02-15,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,54.9,1100,62,Google,United States,comparison,-1.3
2026-02-22,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,53.9,1100,62,Google,Canada,comparison,1.0
2026-03-01,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,54.7,1100,62,Google,United States,comparison,-0.8
2026-03-08,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,52.5,1100,62,Google,Canada,comparison,2.2
2026-03-15,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,53.0,1100,62,Google,Canada,comparison,-0.5
2026-03-22,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,51.9,1100,62,Google,United States,comparison,1.1
2026-03-29,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,51.3,1100,62,Google,Canada,comparison,0.6
2026-04-05,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,53.0,1100,62,Google,Canada,comparison,-1.7
2026-04-12,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,54.4,1100,62,Google,Canada,comparison,-1.4
2026-04-19,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,50.8,1100,62,Google,Canada,comparison,3.6
2026-04-26,bigcommerce vs shopify plus,/blog/bigcommerce-vs-shopify-plus,49.6,1100,62,Google,United States,comparison,1.2
2025-11-02,shopify hydrogen agency,/services,51.6,390,41,Google,Canada,commercial,
2025-11-09,shopify hydrogen agency,/services,50.1,390,41,Google,Canada,commercial,1.5
2025-11-16,shopify hydrogen agency,/services,48.5,390,41,Google,United States,commercial,1.6
2025-11-23,shopify hydrogen agency,/services,49.0,390,41,Google,Canada,commercial,-0.5
2025-11-30,shopify hydrogen agency,/services,45.1,390,41,Google,United States,commercial,3.9
2025-12-07,shopify hydrogen agency,/services,46.9,390,41,Google,Canada,commercial,-1.8
2025-12-14,shopify hydrogen agency,/services,46.5,390,41,Google,United States,commercial,0.4
2025-12-21,shopify hydrogen agency,/services,44.1,390,41,Google,United States,commercial,2.4
2025-12-28,shopify hydrogen agency,/services,44.5,390,41,Google,Canada,commercial,-0.4
2026-01-04,shopify hydrogen agency,/services,43.5,390,41,Google,Canada,commercial,1.0
2026-01-11,shopify hydrogen agency,/services,43.5,390,41,Google,Canada,commercial,0.0
2026-01-18,shopify hydrogen agency,/services,43.9,390,41,Google,Canada,commercial,-0.4
2026-01-25,shopify hydrogen agency,/services,41.3,390,41,Google,Canada,commercial,2.6
2026-02-01,shopify hydrogen agency,/services,39.5,390,41,Google,Canada,commercial,1.8
2026-02-08,shopify hydrogen agency,/services,42.5,390,41,Google,United States,commercial,-3.0
2026-02-15,shopify hydrogen agency,/services,40.9,390,41,Google,Canada,commercial,1.6
2026-02-22,shopify hydrogen agency,/services,39.3,390,41,Google,Canada,commercial,1.6
2026-03-01,shopify hydrogen agency,/services,38.5,390,41,Google,Canada,commercial,0.8
2026-03-08,shopify hydrogen agency,/services,35.1,390,41,Google,United States,commercial,3.4
2026-03-15,shopify hydrogen agency,/services,39.7,390,41,Google,Canada,commercial,-4.6
2026-03-22,shopify hydrogen agency,/services,36.3,390,41,Google,Canada,commercial,3.4
2026-03-29,shopify hydrogen agency,/services,36.4,390,41,Google,Canada,commercial,-0.1
2026-04-05,shopify hydrogen agency,/services,34.9,390,41,Google,United States,commercial,1.5
2026-04-12,shopify hydrogen agency,/services,34.8,390,41,Google,Canada,commercial,0.1
2026-04-19,shopify hydrogen agency,/services,35.0,390,41,Google,Canada,commercial,-0.2
2026-04-26,shopify hydrogen agency,/services,32.3,390,41,Google,Canada,commercial,2.7
2025-11-02,shopify plus pricing,/blog/shopify-plus-pricing,62.5,5400,71,Google,Canada,informational,
2025-11-09,shopify plus pricing,/blog/shopify-plus-pricing,62.7,5400,71,Google,Canada,informational,-0.2
2025-11-16,shopify plus pricing,/blog/shopify-plus-pricing,63.0,5400,71,Google,Canada,informational,-0.3
2025-11-23,shopify plus pricing,/blog/shopify-plus-pricing,61.4,5400,71,Google,United States,informational,1.6
2025-11-30,shopify plus pricing,/blog/shopify-plus-pricing,64.3,5400,71,Google,United States,informational,-2.9
2025-12-07,shopify plus pricing,/blog/shopify-plus-pricing,58.5,5400,71,Google,Canada,informational,5.8
2025-12-14,shopify plus pricing,/blog/shopify-plus-pricing,60.6,5400,71,Google,United States,informational,-2.1
2025-12-21,shopify plus pricing,/blog/shopify-plus-pricing,59.6,5400,71,Google,United States,informational,1.0
2025-12-28,shopify plus pricing,/blog/shopify-plus-pricing,57.1,5400,71,Google,Canada,informational,2.5
2026-01-04,shopify plus pricing,/blog/shopify-plus-pricing,58.6,5400,71,Google,United States,informational,-1.5
2026-01-11,shopify plus pricing,/blog/shopify-plus-pricing,57.8,5400,71,Google,Canada,informational,0.8
2026-01-18,shopify plus pricing,/blog/shopify-plus-pricing,57.0,5400,71,Google,Canada,informational,0.8
2026-01-25,shopify plus pricing,/blog/shopify-plus-pricing,51.6,5400,71,Google,Canada,informational,5.4
2026-02-01,shopify plus pricing,/blog/shopify-plus-pricing,52.6,5400,71,Google,Canada,informational,-1.0
2026-02-08,shopify plus pricing,/blog/shopify-plus-pricing,50.8,5400,71,Google,United States,informational,1.8
2026-02-15,shopify plus pricing,/blog/shopify-plus-pricing,51.7,5400,71,Google,United States,informational,-0.9
2026-02-22,shopify plus pricing,/blog/shopify-plus-pricing,50.0,5400,71,Google,Canada,informational,1.7
2026-03-01,shopify plus pricing,/blog/shopify-plus-pricing,46.9,5400,71,Google,Canada,informational,3.1
2026-03-08,shopify plus pricing,/blog/shopify-plus-pricing,47.6,5400,71,Google,United States,informational,-0.7
2026-03-15,shopify plus pricing,/blog/shopify-plus-pricing,48.9,5400,71,Google,Canada,informational,-1.3
2026-03-22,shopify plus pricing,/blog/shopify-plus-pricing,47.6,5400,71,Google,Canada,informational,1.3
2026-03-29,shopify plus pricing,/blog/shopify-plus-pricing,44.6,5400,71,Google,United States,informational,3.0
2026-04-05,shopify plus pricing,/blog/shopify-plus-pricing,43.3,5400,71,Google,Canada,informational,1.3
2026-04-12,shopify plus pricing,/blog/shopify-plus-pricing,41.2,5400,71,Google,Canada,informational,2.1
2026-04-19,shopify plus pricing,/blog/shopify-plus-pricing,43.8,5400,71,Google,Canada,informational,-2.6
2026-04-26,shopify plus pricing,/blog/shopify-plus-pricing,44.4,5400,71,Google,Canada,informational,-0.6
2025-11-02,headless commerce shopify,/services,61.6,880,58,Google,Canada,informational,
2025-11-09,headless commerce shopify,/services,54.9,880,58,Google,United States,informational,6.7
2025-11-16,headless commerce shopify,/services,53.8,880,58,Google,United States,informational,1.1
2025-11-23,headless commerce shopify,/services,54.0,880,58,Google,Canada,informational,-0.2
2025-11-30,headless commerce shopify,/services,55.0,880,58,Google,Canada,informational,-1.0
2025-12-07,headless commerce shopify,/services,52.0,880,58,Google,Canada,informational,3.0
2025-12-14,headless commerce shopify,/services,51.9,880,58,Google,Canada,informational,0.1
2025-12-21,headless commerce shopify,/services,56.3,880,58,Google,Canada,informational,-4.4
2025-12-28,headless commerce shopify,/services,54.0,880,58,Google,Canada,informational,2.3
2026-01-04,headless commerce shopify,/services,51.0,880,58,Google,United States,informational,3.0
2026-01-11,headless commerce shopify,/services,53.1,880,58,Google,United States,informational,-2.1
2026-01-18,headless commerce shopify,/services,55.4,880,58,Google,Canada,informational,-2.3
2026-01-25,headless commerce shopify,/services,48.4,880,58,Google,United States,informational,7.0
2026-02-01,headless commerce shopify,/services,50.3,880,58,Google,Canada,informational,-1.9
2026-02-08,headless commerce shopify,/services,48.3,880,58,Google,United States,informational,2.0
2026-02-15,headless commerce shopify,/services,48.9,880,58,Google,Canada,informational,-0.6
2026-02-22,headless commerce shopify,/services,48.7,880,58,Google,United States,informational,0.2
2026-03-01,headless commerce shopify,/services,47.5,880,58,Google,United States,informational,1.2
2026-03-08,headless commerce shopify,/services,49.3,880,58,Google,United States,informational,-1.8
2026-03-15,headless commerce shopify,/services,46.5,880,58,Google,Canada,informational,2.8
2026-03-22,headless commerce shopify,/services,46.1,880,58,Google,Canada,informational,0.4
2026-03-29,headless commerce shopify,/services,43.6,880,58,Google,Canada,informational,2.5
2026-04-05,headless commerce shopify,/services,44.2,880,58,Google,Canada,informational,-0.6
2026-04-12,headless commerce shopify,/services,42.6,880,58,Google,Canada,informational,1.6
2026-04-19,headless commerce shopify,/services,41.4,880,58,Google,United States,informational,1.2
2026-04-26,headless commerce shopify,/services,44.0,880,58,Google,United States,informational,-2.6
2025-11-02,shopify plus vs shopify advanced,/blog/plus-vs-advanced,56.9,1300,49,Google,United States,comparison,
2025-11-09,shopify plus vs shopify advanced,/blog/plus-vs-advanced,60.8,1300,49,Google,Canada,comparison,-3.9
2025-11-16,shopify plus vs shopify advanced,/blog/plus-vs-advanced,56.1,1300,49,Google,Canada,comparison,4.7
2025-11-23,shopify plus vs shopify advanced,/blog/plus-vs-advanced,54.4,1300,49,Google,United States,comparison,1.7
2025-11-30,shopify plus vs shopify advanced,/blog/plus-vs-advanced,55.1,1300,49,Google,United States,comparison,-0.7
2025-12-07,shopify plus vs shopify advanced,/blog/plus-vs-advanced,53.2,1300,49,Google,Canada,comparison,1.9
2025-12-14,shopify plus vs shopify advanced,/blog/plus-vs-advanced,52.9,1300,49,Google,United States,comparison,0.3
2025-12-21,shopify plus vs shopify advanced,/blog/plus-vs-advanced,55.9,1300,49,Google,Canada,comparison,-3.0
2025-12-28,shopify plus vs shopify advanced,/blog/plus-vs-advanced,56.3,1300,49,Google,United States,comparison,-0.4
2026-01-04,shopify plus vs shopify advanced,/blog/plus-vs-advanced,52.3,1300,49,Google,United States,comparison,4.0
2026-01-11,shopify plus vs shopify advanced,/blog/plus-vs-advanced,49.8,1300,49,Google,United States,comparison,2.5
2026-01-18,shopify plus vs shopify advanced,/blog/plus-vs-advanced,49.1,1300,49,Google,United States,comparison,0.7
2026-01-25,shopify plus vs shopify advanced,/blog/plus-vs-advanced,49.0,1300,49,Google,United States,comparison,0.1
2026-02-01,shopify plus vs shopify advanced,/blog/plus-vs-advanced,46.9,1300,49,Google,United States,comparison,2.1
2026-02-08,shopify plus vs shopify advanced,/blog/plus-vs-advanced,51.5,1300,49,Google,Canada,comparison,-4.6
2026-02-15,shopify plus vs shopify advanced,/blog/plus-vs-advanced,48.3,1300,49,Google,Canada,comparison,3.2
2026-02-22,shopify plus vs shopify advanced,/blog/plus-vs-advanced,46.7,1300,49,Google,United States,comparison,1.6
2026-03-01,shopify plus vs shopify advanced,/blog/plus-vs-advanced,48.8,1300,49,Google,United States,comparison,-2.1
2026-03-08,shopify plus vs shopify advanced,/blog/plus-vs-advanced,42.9,1300,49,Google,Canada,comparison,5.9
2026-03-15,shopify plus vs shopify advanced,/blog/plus-vs-advanced,43.0,1300,49,Google,United States,comparison,-0.1
2026-03-22,shopify plus vs shopify advanced,/blog/plus-vs-advanced,42.9,1300,49,Google,United States,comparison,0.1
2026-03-29,shopify plus vs shopify advanced,/blog/plus-vs-advanced,39.0,1300,49,Google,United States,comparison,3.9
2026-04-05,shopify plus vs shopify advanced,/blog/plus-vs-advanced,40.7,1300,49,Google,Canada,comparison,-1.7
2026-04-12,shopify plus vs shopify advanced,/blog/plus-vs-advanced,39.3,1300,49,Google,Canada,comparison,1.4
2026-04-19,shopify plus vs shopify advanced,/blog/plus-vs-advanced,38.6,1300,49,Google,Canada,comparison,0.7
2026-04-26,shopify plus vs shopify advanced,/blog/plus-vs-advanced,38.5,1300,49,Google,Canada,comparison,0.1
