date,keyword,page_url,position,search_volume,difficulty,search_engine,country,intent,position_change
2025-11-02,shopify b2b setup,/services,54.9,590,44,Google,Canada,commercial,
2025-11-09,shopify b2b setup,/services,54.3,590,44,Google,Canada,commercial,0.6
2025-11-16,shopify b2b setup,/services,53.1,590,44,Google,United States,commercial,1.2
2025-11-23,shopify b2b setup,/services,55.6,590,44,Google,United States,commercial,-2.5
2025-11-30,shopify b2b setup,/services,54.9,590,44,Google,Canada,commercial,0.7
2025-12-07,shopify b2b setup,/services,53.3,590,44,Google,Canada,commercial,1.6
2025-12-14,shopify b2b setup,/services,54.3,590,44,Google,Canada,commercial,-1.0
2025-12-21,shopify b2b setup,/services,51.6,590,44,Google,Canada,commercial,2.7
2025-12-28,shopify b2b setup,/services,54.6,590,44,Google,United States,commercial,-3.0
2026-01-04,shopify b2b setup,/services,54.7,590,44,Google,United States,commercial,-0.1
2026-01-11,shopify b2b setup,/services,53.4,590,44,Google,United States,commercial,1.3
2026-01-18,shopify b2b setup,/services,50.2,590,44,Google,Canada,commercial,3.2
2026-01-25,shopify b2b setup,/services,52.0,590,44,Google,United States,commercial,-1.8
2026-02-01,shopify b2b setup,/services,51.9,590,44,Google,Canada,commercial,0.1
2026-02-08,shopify b2b setup,/services,50.4,590,44,Google,Canada,commercial,1.5
2026-02-15,shopify b2b setup,/services,52.8,590,44,Google,Canada,commercial,-2.4
2026-02-22,shopify b2b setup,/services,48.9,590,44,Google,United States,commercial,3.9
2026-03-01,shopify b2b setup,/services,47.3,590,44,Google,United States,commercial,1.6
2026-03-08,shopify b2b setup,/services,49.0,590,44,Google,United States,commercial,-1.7
2026-03-15,shopify b2b setup,/services,50.2,590,44,Google,Canada,commercial,-1.2
2026-03-22,shopify b2b setup,/services,46.2,590,44,Google,Canada,commercial,4.0
2026-03-29,shopify b2b setup,/services,46.3,590,44,Google,United States,commercial,-0.1
2026-04-05,shopify b2b setup,/services,48.6,590,44,Google,Canada,commercial,-2.3
2026-04-12,shopify b2b setup,/services,46.9,590,44,Google,Canada,commercial,1.7
2026-04-19,shopify b2b setup,/services,46.3,590,44,Google,Canada,commercial,0.6
2026-04-26,shopify b2b setup,/services,48.1,590,44,Google,Canada,commercial,-1.8
2025-11-02,shopify subscription app,/blog/subscriptions,66.2,2400,65,Google,Canada,informational,
2025-11-09,shopify subscription app,/blog/subscriptions,66.9,2400,65,Google,United States,informational,-0.7
2025-11-16,shopify subscription app,/blog/subscriptions,62.4,2400,65,Google,United States,informational,4.5
2025-11-23,shopify subscription app,/blog/subscriptions,62.9,2400,65,Google,United States,informational,-0.5
2025-11-30,shopify subscription app,/blog/subscriptions,61.7,2400,65,Google,United States,informational,1.2
2025-12-07,shopify subscription app,/blog/subscriptions,61.3,2400,65,Google,United States,informational,0.4
2025-12-14,shopify subscription app,/blog/subscriptions,59.1,2400,65,Google,United States,informational,2.2
2025-12-21,shopify subscription app,/blog/subscriptions,60.1,2400,65,Google,Canada,informational,-1.0
2025-12-28,shopify subscription app,/blog/subscriptions,58.0,2400,65,Google,United States,informational,2.1
2026-01-04,shopify subscription app,/blog/subscriptions,57.9,2400,65,Google,United States,informational,0.1
2026-01-11,shopify subscription app,/blog/subscriptions,56.9,2400,65,Google,United States,informational,1.0
2026-01-18,shopify subscription app,/blog/subscriptions,57.2,2400,65,Google,Canada,informational,-0.3
2026-01-25,shopify subscription app,/blog/subscriptions,58.4,2400,65,Google,United States,informational,-1.2
2026-02-01,shopify subscription app,/blog/subscriptions,55.9,2400,65,Google,United States,informational,2.5
2026-02-08,shopify subscription app,/blog/subscriptions,53.6,2400,65,Google,United States,informational,2.3
2026-02-15,shopify subscription app,/blog/subscriptions,54.9,2400,65,Google,Canada,informational,-1.3
2026-02-22,shopify subscription app,/blog/subscriptions,52.2,2400,65,Google,Canada,informational,2.7
2026-03-01,shopify subscription app,/blog/subscriptions,53.0,2400,65,Google,United States,informational,-0.8
2026-03-08,shopify subscription app,/blog/subscriptions,52.7,2400,65,Google,Canada,informational,0.3
2026-03-15,shopify subscription app,/blog/subscriptions,53.7,2400,65,Google,Canada,informational,-1.0
2026-03-22,shopify subscription app,/blog/subscriptions,50.8,2400,65,Google,Canada,informational,2.9
2026-03-29,shopify subscription app,/blog/subscriptions,51.0,2400,65,Google,Canada,informational,-0.2
2026-04-05,shopify subscription app,/blog/subscriptions,51.6,2400,65,Google,Canada,informational,-0.6
2026-04-12,shopify subscription app,/blog/subscriptions,51.0,2400,65,Google,Canada,informational,0.6
2026-04-19,shopify subscription app,/blog/subscriptions,48.0,2400,65,Google,United States,informational,3.0
2026-04-26,shopify subscription app,/blog/subscriptions,48.8,2400,65,Google,Canada,informational,-0.8
2025-11-02,shopify checkout extensions,/blog/checkout-extensions,55.2,480,39,Google,Canada,informational,
2025-11-09,shopify checkout extensions,/blog/checkout-extensions,56.1,480,39,Google,Canada,informational,-0.9
2025-11-16,shopify checkout extensions,/blog/checkout-extensions,52.9,480,39,Google,Canada,informational,3.2
2025-11-23,shopify checkout extensions,/blog/checkout-extensions,50.8,480,39,Google,Canada,informational,2.1
2025-11-30,shopify checkout extensions,/blog/checkout-extensions,51.1,480,39,Google,Canada,informational,-0.3
2025-12-07,shopify checkout extensions,/blog/checkout-extensions,48.1,480,39,Google,United States,informational,3.0
2025-12-14,shopify checkout extensions,/blog/checkout-extensions,49.8,480,39,Google,United States,informational,-1.7
2025-12-21,shopify checkout extensions,/blog/checkout-extensions,51.0,480,39,Google,Canada,informational,-1.2
2025-12-28,shopify checkout extensions,/blog/checkout-extensions,46.0,480,39,Google,Canada,informational,5.0
2026-01-04,shopify checkout extensions,/blog/checkout-extensions,43.7,480,39,Google,Canada,informational,2.3
2026-01-11,shopify checkout extensions,/blog/checkout-extensions,46.3,480,39,Google,Canada,informational,-2.6
2026-01-18,shopify checkout extensions,/blog/checkout-extensions,46.8,480,39,Google,United States,informational,-0.5
2026-01-25,shopify checkout extensions,/blog/checkout-extensions,45.4,480,39,Google,United States,informational,1.4
2026-02-01,shopify checkout extensions,/blog/checkout-extensions,42.7,480,39,Google,Canada,informational,2.7
2026-02-08,shopify checkout extensions,/blog/checkout-extensions,42.6,480,39,Google,United States,informational,0.1
2026-02-15,shopify checkout extensions,/blog/checkout-extensions,39.8,480,39,Google,United States,informational,2.8
2026-02-22,shopify checkout extensions,/blog/checkout-extensions,40.2,480,39,Google,Canada,informational,-0.4
2026-03-01,shopify checkout extensions,/blog/checkout-extensions,40.2,480,39,Google,United States,informational,0.0
2026-03-08,shopify checkout extensions,/blog/checkout-extensions,38.7,480,39,Google,United States,informational,1.5
2026-03-15,shopify checkout extensions,/blog/checkout-extensions,39.4,480,39,Google,United States,informational,-0.7
2026-03-22,shopify checkout extensions,/blog/checkout-extensions,40.8,480,39,Google,Canada,informational,-1.4
2026-03-29,shopify checkout extensions,/blog/checkout-extensions,37.6,480,39,Google,United States,informational,3.2
2026-04-05,shopify checkout extensions,/blog/checkout-extensions,34.7,480,39,Google,Canada,informational,2.9
2026-04-12,shopify checkout extensions,/blog/checkout-extensions,36.7,480,39,Google,United States,informational,-2.0
2026-04-19,shopify checkout extensions,/blog/checkout-extensions,32.4,480,39,Google,Canada,informational,4.3
2026-04-26,shopify checkout extensions,/blog/checkout-extensions,30.6,480,39,Google,Canada,informational,1.8
2025-11-02,shopify markets multi-region,/blog/markets-guide,50.7,320,36,Google,United States,informational,
2025-11-09,shopify markets multi-region,/blog/markets-guide,51.0,320,36,Google,United States,informational,-0.3
2025-11-16,shopify markets multi-region,/blog/markets-guide,47.8,320,36,Google,Canada,informational,3.2
2025-11-23,shopify markets multi-region,/blog/markets-guide,47.4,320,36,Google,Canada,informational,0.4
2025-11-30,shopify markets multi-region,/blog/markets-guide,46.2,320,36,Google,Canada,informational,1.2
2025-12-07,shopify markets multi-region,/blog/markets-guide,44.4,320,36,Google,Canada,informational,1.8
2025-12-14,shopify markets multi-region,/blog/markets-guide,44.1,320,36,Google,Canada,informational,0.3
2025-12-21,shopify markets multi-region,/blog/markets-guide,43.4,320,36,Google,United States,informational,0.7
2025-12-28,shopify markets multi-region,/blog/markets-guide,46.9,320,36,Google,United States,informational,-3.5
2026-01-04,shopify markets multi-region,/blog/markets-guide,43.9,320,36,Google,United States,informational,3.0
2026-01-11,shopify markets multi-region,/blog/markets-guide,45.3,320,36,Google,Canada,informational,-1.4
2026-01-18,shopify markets multi-region,/blog/markets-guide,44.3,320,36,Google,United States,informational,1.0
2026-01-25,shopify markets multi-region,/blog/markets-guide,43.7,320,36,Google,United States,informational,0.6
2026-02-01,shopify markets multi-region,/blog/markets-guide,41.7,320,36,Google,United States,informational,2.0
2026-02-08,shopify markets multi-region,/blog/markets-guide,38.3,320,36,Google,Canada,informational,3.4
2026-02-15,shopify markets multi-region,/blog/markets-guide,37.0,320,36,Google,Canada,informational,1.3
2026-02-22,shopify markets multi-region,/blog/markets-guide,38.6,320,36,Google,United States,informational,-1.6
2026-03-01,shopify markets multi-region,/blog/markets-guide,38.3,320,36,Google,Canada,informational,0.3
2026-03-08,shopify markets multi-region,/blog/markets-guide,37.8,320,36,Google,Canada,informational,0.5
2026-03-15,shopify markets multi-region,/blog/markets-guide,39.1,320,36,Google,Canada,informational,-1.3
2026-03-22,shopify markets multi-region,/blog/markets-guide,34.3,320,36,Google,Canada,informational,4.8
2026-03-29,shopify markets multi-region,/blog/markets-guide,35.1,320,36,Google,Canada,informational,-0.8
2026-04-05,shopify markets multi-region,/blog/markets-guide,31.4,320,36,Google,United States,informational,3.7
2026-04-12,shopify markets multi-region,/blog/markets-guide,33.1,320,36,Google,Canada,informational,-1.7
2026-04-19,shopify markets multi-region,/blog/markets-guide,31.6,320,36,Google,United States,informational,1.5
2026-04-26,shopify markets multi-region,/blog/markets-guide,32.8,320,36,Google,Canada,informational,-1.2
2025-11-02,shopify plus consultant vancouver,/locations/vancouver,44.9,110,28,Google,Canada,commercial,
2025-11-09,shopify plus consultant vancouver,/locations/vancouver,41.9,110,28,Google,United States,commercial,3.0
2025-11-16,shopify plus consultant vancouver,/locations/vancouver,40.6,110,28,Google,Canada,commercial,1.3
2025-11-23,shopify plus consultant vancouver,/locations/vancouver,44.5,110,28,Google,United States,commercial,-3.9
2025-11-30,shopify plus consultant vancouver,/locations/vancouver,44.4,110,28,Google,Canada,commercial,0.1
2025-12-07,shopify plus consultant vancouver,/locations/vancouver,42.9,110,28,Google,Canada,commercial,1.5
2025-12-14,shopify plus consultant vancouver,/locations/vancouver,41.0,110,28,Google,Canada,commercial,1.9
2025-12-21,shopify plus consultant vancouver,/locations/vancouver,39.0,110,28,Google,Canada,commercial,2.0
2025-12-28,shopify plus consultant vancouver,/locations/vancouver,41.0,110,28,Google,Canada,commercial,-2.0
2026-01-04,shopify plus consultant vancouver,/locations/vancouver,39.5,110,28,Google,United States,commercial,1.5
2026-01-11,shopify plus consultant vancouver,/locations/vancouver,40.3,110,28,Google,Canada,commercial,-0.8
2026-01-18,shopify plus consultant vancouver,/locations/vancouver,41.0,110,28,Google,United States,commercial,-0.7
2026-01-25,shopify plus consultant vancouver,/locations/vancouver,36.8,110,28,Google,United States,commercial,4.2
2026-02-01,shopify plus consultant vancouver,/locations/vancouver,37.0,110,28,Google,Canada,commercial,-0.2
2026-02-08,shopify plus consultant vancouver,/locations/vancouver,33.1,110,28,Google,United States,commercial,3.9
2026-02-15,shopify plus consultant vancouver,/locations/vancouver,37.6,110,28,Google,Canada,commercial,-4.5
2026-02-22,shopify plus consultant vancouver,/locations/vancouver,36.4,110,28,Google,Canada,commercial,1.2
2026-03-01,shopify plus consultant vancouver,/locations/vancouver,37.1,110,28,Google,Canada,commercial,-0.7
2026-03-08,shopify plus consultant vancouver,/locations/vancouver,33.6,110,28,Google,Canada,commercial,3.5
2026-03-15,shopify plus consultant vancouver,/locations/vancouver,32.1,110,28,Google,Canada,commercial,1.5
2026-03-22,shopify plus consultant vancouver,/locations/vancouver,33.5,110,28,Google,United States,commercial,-1.4
2026-03-29,shopify plus consultant vancouver,/locations/vancouver,33.5,110,28,Google,Canada,commercial,0.0
2026-04-05,shopify plus consultant vancouver,/locations/vancouver,32.7,110,28,Google,Canada,commercial,0.8
2026-04-12,shopify plus consultant vancouver,/locations/vancouver,31.3,110,28,Google,Canada,commercial,1.4
2026-04-19,shopify plus consultant vancouver,/locations/vancouver,30.5,110,28,Google,Canada,commercial,0.8
2026-04-26,shopify plus consultant vancouver,/locations/vancouver,29.8,110,28,Google,Canada,commercial,0.7
2025-11-02,shopify plus consultant calgary,/locations/calgary,45.6,90,26,Google,Canada,commercial,
2025-11-09,shopify plus consultant calgary,/locations/calgary,46.9,90,26,Google,United States,commercial,-1.3
2025-11-16,shopify plus consultant calgary,/locations/calgary,44.9,90,26,Google,United States,commercial,2.0
2025-11-23,shopify plus consultant calgary,/locations/calgary,45.7,90,26,Google,Canada,commercial,-0.8
2025-11-30,shopify plus consultant calgary,/locations/calgary,42.5,90,26,Google,Canada,commercial,3.2
2025-12-07,shopify plus consultant calgary,/locations/calgary,43.9,90,26,Google,United States,commercial,-1.4
2025-12-14,shopify plus consultant calgary,/locations/calgary,45.2,90,26,Google,Canada,commercial,-1.3
2025-12-21,shopify plus consultant calgary,/locations/calgary,43.0,90,26,Google,Canada,commercial,2.2
2025-12-28,shopify plus consultant calgary,/locations/calgary,41.5,90,26,Google,Canada,commercial,1.5
2026-01-04,shopify plus consultant calgary,/locations/calgary,44.1,90,26,Google,Canada,commercial,-2.6
2026-01-11,shopify plus consultant calgary,/locations/calgary,41.7,90,26,Google,Canada,commercial,2.4
2026-01-18,shopify plus consultant calgary,/locations/calgary,40.3,90,26,Google,United States,commercial,1.4
2026-01-25,shopify plus consultant calgary,/locations/calgary,40.7,90,26,Google,United States,commercial,-0.4
2026-02-01,shopify plus consultant calgary,/locations/calgary,36.4,90,26,Google,Canada,commercial,4.3
2026-02-08,shopify plus consultant calgary,/locations/calgary,39.1,90,26,Google,Canada,commercial,-2.7
2026-02-15,shopify plus consultant calgary,/locations/calgary,40.4,90,26,Google,Canada,commercial,-1.3
2026-02-22,shopify plus consultant calgary,/locations/calgary,37.2,90,26,Google,Canada,commercial,3.2
2026-03-01,shopify plus consultant calgary,/locations/calgary,36.2,90,26,Google,United States,commercial,1.0
2026-03-08,shopify plus consultant calgary,/locations/calgary,37.3,90,26,Google,Canada,commercial,-1.1
2026-03-15,shopify plus consultant calgary,/locations/calgary,34.2,90,26,Google,Canada,commercial,3.1
2026-03-22,shopify plus consultant calgary,/locations/calgary,34.3,90,26,Google,Canada,commercial,-0.1
2026-03-29,shopify plus consultant calgary,/locations/calgary,33.3,90,26,Google,United States,commercial,1.0
2026-04-05,shopify plus consultant calgary,/locations/calgary,33.1,90,26,Google,United States,commercial,0.2
2026-04-12,shopify plus consultant calgary,/locations/calgary,34.3,90,26,Google,Canada,commercial,-1.2
2026-04-19,shopify plus consultant calgary,/locations/calgary,34.3,90,26,Google,Canada,commercial,0.0
2026-04-26,shopify plus consultant calgary,/locations/calgary,31.5,90,26,Google,Canada,commercial,2.8
2025-11-02,odoo shopify integration,/platforms/odoo,56.2,720,42,Google,Canada,commercial,
2025-11-09,odoo shopify integration,/platforms/odoo,54.9,720,42,Google,Canada,commercial,1.3
2025-11-16,odoo shopify integration,/platforms/odoo,51.5,720,42,Google,United States,commercial,3.4
2025-11-23,odoo shopify integration,/platforms/odoo,55.0,720,42,Google,Canada,commercial,-3.5
2025-11-30,odoo shopify integration,/platforms/odoo,52.2,720,42,Google,United States,commercial,2.8
2025-12-07,odoo shopify integration,/platforms/odoo,51.8,720,42,Google,Canada,commercial,0.4
2025-12-14,odoo shopify integration,/platforms/odoo,48.9,720,42,Google,United States,commercial,2.9
2025-12-21,odoo shopify integration,/platforms/odoo,49.3,720,42,Google,Canada,commercial,-0.4
2025-12-28,odoo shopify integration,/platforms/odoo,47.4,720,42,Google,United States,commercial,1.9
2026-01-04,odoo shopify integration,/platforms/odoo,49.3,720,42,Google,Canada,commercial,-1.9
2026-01-11,odoo shopify integration,/platforms/odoo,45.8,720,42,Google,United States,commercial,3.5
2026-01-18,odoo shopify integration,/platforms/odoo,46.4,720,42,Google,Canada,commercial,-0.6
2026-01-25,odoo shopify integration,/platforms/odoo,48.1,720,42,Google,United States,commercial,-1.7
2026-02-01,odoo shopify integration,/platforms/odoo,44.4,720,42,Google,United States,commercial,3.7
2026-02-08,odoo shopify integration,/platforms/odoo,42.3,720,42,Google,Canada,commercial,2.1
2026-02-15,odoo shopify integration,/platforms/odoo,42.1,720,42,Google,Canada,commercial,0.2
2026-02-22,odoo shopify integration,/platforms/odoo,40.6,720,42,Google,Canada,commercial,1.5
2026-03-01,odoo shopify integration,/platforms/odoo,40.4,720,42,Google,Canada,commercial,0.2
2026-03-08,odoo shopify integration,/platforms/odoo,39.4,720,42,Google,Canada,commercial,1.0
2026-03-15,odoo shopify integration,/platforms/odoo,36.3,720,42,Google,United States,commercial,3.1
2026-03-22,odoo shopify integration,/platforms/odoo,34.7,720,42,Google,United States,commercial,1.6
2026-03-29,odoo shopify integration,/platforms/odoo,36.1,720,42,Google,United States,commercial,-1.4
2026-04-05,odoo shopify integration,/platforms/odoo,35.3,720,42,Google,Canada,commercial,0.8
2026-04-12,odoo shopify integration,/platforms/odoo,31.4,720,42,Google,United States,commercial,3.9
2026-04-19,odoo shopify integration,/platforms/odoo,32.3,720,42,Google,Canada,commercial,-0.9
2026-04-26,odoo shopify integration,/platforms/odoo,33.4,720,42,Google,United States,commercial,-1.1
2025-11-02,woocommerce to shopify migration,/blog/woo-to-shopify,52.2,880,47,Google,United States,informational,
2025-11-09,woocommerce to shopify migration,/blog/woo-to-shopify,49.2,880,47,Google,Canada,informational,3.0
2025-11-16,woocommerce to shopify migration,/blog/woo-to-shopify,51.4,880,47,Google,United States,informational,-2.2
2025-11-23,woocommerce to shopify migration,/blog/woo-to-shopify,49.4,880,47,Google,Canada,informational,2.0
2025-11-30,woocommerce to shopify migration,/blog/woo-to-shopify,46.8,880,47,Google,United States,informational,2.6
2025-12-07,woocommerce to shopify migration,/blog/woo-to-shopify,45.3,880,47,Google,United States,informational,1.5
2025-12-14,woocommerce to shopify migration,/blog/woo-to-shopify,44.2,880,47,Google,United States,informational,1.1
2025-12-21,woocommerce to shopify migration,/blog/woo-to-shopify,42.7,880,47,Google,United States,informational,1.5
2025-12-28,woocommerce to shopify migration,/blog/woo-to-shopify,40.2,880,47,Google,Canada,informational,2.5
2026-01-04,woocommerce to shopify migration,/blog/woo-to-shopify,43.3,880,47,Google,Canada,informational,-3.1
2026-01-11,woocommerce to shopify migration,/blog/woo-to-shopify,39.3,880,47,Google,Canada,informational,4.0
2026-01-18,woocommerce to shopify migration,/blog/woo-to-shopify,40.6,880,47,Google,Canada,informational,-1.3
2026-01-25,woocommerce to shopify migration,/blog/woo-to-shopify,37.9,880,47,Google,United States,informational,2.7
2026-02-01,woocommerce to shopify migration,/blog/woo-to-shopify,37.4,880,47,Google,Canada,informational,0.5
2026-02-08,woocommerce to shopify migration,/blog/woo-to-shopify,35.9,880,47,Google,Canada,informational,1.5
2026-02-15,woocommerce to shopify migration,/blog/woo-to-shopify,39.1,880,47,Google,United States,informational,-3.2
2026-02-22,woocommerce to shopify migration,/blog/woo-to-shopify,34.4,880,47,Google,United States,informational,4.7
2026-03-01,woocommerce to shopify migration,/blog/woo-to-shopify,33.0,880,47,Google,Canada,informational,1.4
2026-03-08,woocommerce to shopify migration,/blog/woo-to-shopify,31.2,880,47,Google,United States,informational,1.8
2026-03-15,woocommerce to shopify migration,/blog/woo-to-shopify,30.8,880,47,Google,Canada,informational,0.4
2026-03-22,woocommerce to shopify migration,/blog/woo-to-shopify,32.3,880,47,Google,Canada,informational,-1.5
2026-03-29,woocommerce to shopify migration,/blog/woo-to-shopify,28.3,880,47,Google,United States,informational,4.0
2026-04-05,woocommerce to shopify migration,/blog/woo-to-shopify,25.3,880,47,Google,United States,informational,3.0
2026-04-12,woocommerce to shopify migration,/blog/woo-to-shopify,25.7,880,47,Google,Canada,informational,-0.4
2026-04-19,woocommerce to shopify migration,/blog/woo-to-shopify,25.8,880,47,Google,Canada,informational,-0.1
2026-04-26,woocommerce to shopify migration,/blog/woo-to-shopify,26.1,880,47,Google,Canada,informational,-0.3
2025-11-02,shopify site speed optimization,/services,50.1,480,43,Google,Canada,commercial,
2025-11-09,shopify site speed optimization,/services,50.9,480,43,Google,United States,commercial,-0.8
2025-11-16,shopify site speed optimization,/services,48.2,480,43,Google,United States,commercial,2.7
2025-11-23,shopify site speed optimization,/services,47.2,480,43,Google,Canada,commercial,1.0
2025-11-30,shopify site speed optimization,/services,49.8,480,43,Google,Canada,commercial,-2.6
2025-12-07,shopify site speed optimization,/services,47.6,480,43,Google,Canada,commercial,2.2
2025-12-14,shopify site speed optimization,/services,45.8,480,43,Google,United States,commercial,1.8
2025-12-21,shopify site speed optimization,/services,45.3,480,43,Google,Canada,commercial,0.5
2025-12-28,shopify site speed optimization,/services,46.2,480,43,Google,Canada,commercial,-0.9
2026-01-04,shopify site speed optimization,/services,48.6,480,43,Google,Canada,commercial,-2.4
2026-01-11,shopify site speed optimization,/services,44.2,480,43,Google,United States,commercial,4.4
2026-01-18,shopify site speed optimization,/services,42.1,480,43,Google,Canada,commercial,2.1
2026-01-25,shopify site speed optimization,/services,43.0,480,43,Google,Canada,commercial,-0.9
2026-02-01,shopify site speed optimization,/services,45.2,480,43,Google,Canada,commercial,-2.2
2026-02-08,shopify site speed optimization,/services,42.5,480,43,Google,Canada,commercial,2.7
2026-02-15,shopify site speed optimization,/services,42.1,480,43,Google,Canada,commercial,0.4
2026-02-22,shopify site speed optimization,/services,42.0,480,43,Google,United States,commercial,0.1
2026-03-01,shopify site speed optimization,/services,40.7,480,43,Google,Canada,commercial,1.3
2026-03-08,shopify site speed optimization,/services,39.7,480,43,Google,Canada,commercial,1.0
2026-03-15,shopify site speed optimization,/services,39.1,480,43,Google,Canada,commercial,0.6
2026-03-22,shopify site speed optimization,/services,36.0,480,43,Google,United States,commercial,3.1
2026-03-29,shopify site speed optimization,/services,42.0,480,43,Google,Canada,commercial,-6.0
2026-04-05,shopify site speed optimization,/services,36.8,480,43,Google,United States,commercial,5.2
2026-04-12,shopify site speed optimization,/services,38.6,480,43,Google,United States,commercial,-1.8
2026-04-19,shopify site speed optimization,/services,36.9,480,43,Google,Canada,commercial,1.7
2026-04-26,shopify site speed optimization,/services,37.5,480,43,Google,Canada,commercial,-0.6
2025-11-02,core web vitals shopify,/blog/core-web-vitals-shopify,54.4,390,38,Google,Canada,informational,
2025-11-09,core web vitals shopify,/blog/core-web-vitals-shopify,49.7,390,38,Google,Canada,informational,4.7
2025-11-16,core web vitals shopify,/blog/core-web-vitals-shopify,50.1,390,38,Google,United States,informational,-0.4
2025-11-23,core web vitals shopify,/blog/core-web-vitals-shopify,48.9,390,38,Google,Canada,informational,1.2
2025-11-30,core web vitals shopify,/blog/core-web-vitals-shopify,49.0,390,38,Google,United States,informational,-0.1
2025-12-07,core web vitals shopify,/blog/core-web-vitals-shopify,47.7,390,38,Google,Canada,informational,1.3
2025-12-14,core web vitals shopify,/blog/core-web-vitals-shopify,46.4,390,38,Google,Canada,informational,1.3
2025-12-21,core web vitals shopify,/blog/core-web-vitals-shopify,47.1,390,38,Google,Canada,informational,-0.7
2025-12-28,core web vitals shopify,/blog/core-web-vitals-shopify,42.3,390,38,Google,Canada,informational,4.8
2026-01-04,core web vitals shopify,/blog/core-web-vitals-shopify,43.7,390,38,Google,Canada,informational,-1.4
2026-01-11,core web vitals shopify,/blog/core-web-vitals-shopify,40.3,390,38,Google,Canada,informational,3.4
2026-01-18,core web vitals shopify,/blog/core-web-vitals-shopify,38.1,390,38,Google,Canada,informational,2.2
2026-01-25,core web vitals shopify,/blog/core-web-vitals-shopify,40.5,390,38,Google,United States,informational,-2.4
2026-02-01,core web vitals shopify,/blog/core-web-vitals-shopify,36.4,390,38,Google,Canada,informational,4.1
2026-02-08,core web vitals shopify,/blog/core-web-vitals-shopify,37.3,390,38,Google,Canada,informational,-0.9
2026-02-15,core web vitals shopify,/blog/core-web-vitals-shopify,34.1,390,38,Google,Canada,informational,3.2
2026-02-22,core web vitals shopify,/blog/core-web-vitals-shopify,34.6,390,38,Google,United States,informational,-0.5
2026-03-01,core web vitals shopify,/blog/core-web-vitals-shopify,33.1,390,38,Google,Canada,informational,1.5
2026-03-08,core web vitals shopify,/blog/core-web-vitals-shopify,31.8,390,38,Google,Canada,informational,1.3
2026-03-15,core web vitals shopify,/blog/core-web-vitals-shopify,31.5,390,38,Google,Canada,informational,0.3
2026-03-22,core web vitals shopify,/blog/core-web-vitals-shopify,29.0,390,38,Google,Canada,informational,2.5
2026-03-29,core web vitals shopify,/blog/core-web-vitals-shopify,27.9,390,38,Google,United States,informational,1.1
2026-04-05,core web vitals shopify,/blog/core-web-vitals-shopify,26.6,390,38,Google,Canada,informational,1.3
2026-04-12,core web vitals shopify,/blog/core-web-vitals-shopify,26.9,390,38,Google,United States,informational,-0.3
2026-04-19,core web vitals shopify,/blog/core-web-vitals-shopify,25.9,390,38,Google,United States,informational,1.0
2026-04-26,core web vitals shopify,/blog/core-web-vitals-shopify,24.0,390,38,Google,Canada,informational,1.9
